genetics_id	latitude	longitude	day	month	year	herring_length_mm	salmon_length_cm	salmon_ID	date	julian_date	maturity
josh_501	48.631788	-123.035647	10	4	2019	113	66.5	NOAA19_261	2019-04-10	100	adult
josh_502	48.631788	-123.035647	10	4	2019	107	66.5	NOAA19_261	2019-04-10	100	adult
josh_503	48.631788	-123.035647	10	4	2019	99	66.5	NOAA19_261	2019-04-10	100	adult
josh_504	48.631788	-123.035647	10	4	2019	101	66.5	NOAA19_261	2019-04-10	100	adult
josh_516	48.631788	-123.035647	10	4	2019	108	71.1	NOAA19_264	2019-04-10	100	adult
josh_517	48.631788	-123.035647	10	4	2019	106	71.1	NOAA19_264	2019-04-10	100	adult
josh_518	48.631788	-123.035647	10	4	2019	103	71.1	NOAA19_264	2019-04-10	100	adult
josh_519	48.700384	-123.004213	10	4	2019	104	65	NOAA19_265	2019-04-10	100	adult
josh_520	48.700384	-123.004213	10	4	2019	90	65	NOAA19_265	2019-04-10	100	adult
josh_521	48.631788	-123.035647	10	4	2019	72	74.7	NOAA19_266	2019-04-10	100	adult
josh_522	48.631788	-123.035647	10	4	2019	79	74.7	NOAA19_266	2019-04-10	100	adult
josh_523	48.631788	-123.035647	10	4	2019	97	74.7	NOAA19_266	2019-04-10	100	adult
josh_524	48.631788	-123.035647	10	4	2019	93	74.7	NOAA19_266	2019-04-10	100	adult
josh_525	48.718485	-122.914641	10	4	2019	82	74.9	NOAA19_267	2019-04-10	100	adult
josh_527	48.694615	-122.97335	10	4	2019	131	69.1	NOAA19_273	2019-04-10	100	adult
josh_528	48.694615	-122.97335	10	4	2019	98	69.1	NOAA19_273	2019-04-10	100	adult
josh_529	48.694615	-122.97335	10	4	2019	102	69.1	NOAA19_273	2019-04-10	100	adult
josh_530	48.694615	-122.97335	10	4	2019	94	69.1	NOAA19_273	2019-04-10	100	adult
josh_531	48.694615	-122.97335	10	4	2019	89	69.1	NOAA19_273	2019-04-10	100	adult
josh_532	48.694615	-122.97335	10	4	2019	111	69.1	NOAA19_273	2019-04-10	100	adult
josh_533	48.694615	-122.97335	10	4	2019	87	69.1	NOAA19_273	2019-04-10	100	adult
josh_534	48.694615	-122.97335	10	4	2019	83	65	NOAA19_274	2019-04-10	100	adult
josh_535	48.694615	-122.97335	10	4	2019	88	65	NOAA19_274	2019-04-10	100	adult
josh_536	48.694615	-122.97335	10	4	2019	100	65	NOAA19_274	2019-04-10	100	adult
josh_537	48.694615	-122.97335	10	4	2019	103	65	NOAA19_274	2019-04-10	100	adult
josh_538	48.694615	-122.97335	10	4	2019	91	65	NOAA19_274	2019-04-10	100	adult
josh_539	48.694615	-122.97335	10	4	2019	112	65	NOAA19_276	2019-04-10	100	adult
josh_540	48.694615	-122.97335	10	4	2019	110	65	NOAA19_276	2019-04-10	100	adult
josh_541	48.694615	-122.97335	10	4	2019	111	65	NOAA19_276	2019-04-10	100	adult
josh_542	48.694615	-122.97335	10	4	2019	88	65	NOAA19_276	2019-04-10	100	adult
josh_543	48.694615	-122.97335	10	4	2019	106	71.1	NOAA19_278	2019-04-10	100	adult
josh_544	48.694615	-122.97335	10	4	2019	109	71.1	NOAA19_278	2019-04-10	100	adult
josh_545	48.694615	-122.97335	10	4	2019	108	71.1	NOAA19_278	2019-04-10	100	adult
josh_546	48.694615	-122.97335	10	4	2019	76	71.1	NOAA19_278	2019-04-10	100	adult
josh_547	48.694615	-122.97335	10	4	2019	93	71.1	NOAA19_278	2019-04-10	100	adult
josh_550	48.694615	-122.97335	10	4	2019	NA	55.1	NOAA19_275	2019-04-10	100	adult
josh_551	48.694615	-122.97335	10	4	2019	NA	55.1	NOAA19_275	2019-04-10	100	adult
josh_552	48.63101	-123.136988	10	4	2019	NA	63.5	NOAA19_283	2019-04-10	100	adult
josh_553	48.63101	-123.136988	10	4	2019	NA	63.5	NOAA19_283	2019-04-10	100	adult
josh_554	48.63101	-123.136988	10	4	2019	NA	63.5	NOAA19_283	2019-04-10	100	adult
josh_555	48.63101	-123.136988	10	4	2019	NA	63.5	NOAA19_283	2019-04-10	100	adult
josh_556	48.63101	-123.136988	10	4	2019	NA	63	NOAA19_284	2019-04-10	100	adult
josh_557	48.63101	-123.136988	10	4	2019	NA	63	NOAA19_284	2019-04-10	100	adult
josh_558	48.63101	-123.136988	10	4	2019	NA	71.9	NOAA19_285	2019-04-10	100	adult
josh_559	48.63101	-123.136988	10	4	2019	NA	71.9	NOAA19_285	2019-04-10	100	adult
josh_560	48.587164	-122.88664	10	4	2019	NA	81	NOAA19_287	2019-04-10	100	adult
josh_561	48.631788	-123.035647	10	4	2019	NA	71.9	NOAA19_289	2019-04-10	100	adult
josh_562	48.631788	-123.035647	10	4	2019	NA	71.9	NOAA19_289	2019-04-10	100	adult
josh_563	48.631788	-123.035647	10	4	2019	NA	71.9	NOAA19_289	2019-04-10	100	adult
josh_564	48.495708	-122.946488	3	1	2019	NA	90.2	KW19_710	2019-01-03	3	adult
josh_565	48.495708	-122.946488	3	1	2019	NA	90.2	KW19_710	2019-01-03	3	adult
josh_566	48.495708	-122.946488	5	1	2019	NA	63.5	KW19_711	2019-01-05	5	adult
josh_567	48.495708	-122.946488	9	1	2019	NA	63.5	KW19_712	2019-01-09	9	adult
josh_568	48.412339	-122.983646	19	4	2019	230	NA	KW19_716	2019-04-19	109	NA
josh_569	48.412339	-122.983646	19	4	2019	101	NA	KW19_716	2019-04-19	109	NA
josh_570	48.412339	-122.983646	9	1	2019	188	NA	KW19_718	2019-01-09	9	NA
josh_571	48.412339	-122.983646	9	1	2019	127	NA	KW19_718	2019-01-09	9	NA
josh_572	48.412339	-122.983646	9	1	2019	119	NA	KW19_718	2019-01-09	9	NA
josh_573	48.514971	-122.731554	9	1	2019	NA	68.6	KW19_109	2019-01-09	9	adult
josh_574	48.514971	-122.731554	9	1	2019	NA	68.6	KW19_109	2019-01-09	9	adult
josh_575	47.90840188	-122.3729146	31	5	2018	145	55.1	MT18_2	2018-05-31	151	adult
josh_576	47.90840188	-122.3729146	31	5	2018	122	55.1	MT18_2	2018-05-31	151	adult
will_007	49.23346277	-123.9128993	19	4	2018	NA	70	17419	2018-04-19	109	adult
will_008	49.23346277	-123.9128993	19	4	2018	157	72	17421	2018-04-19	109	adult
will_009	48.40852342	-123.3825614	12	4	2018	109	57	17425	2018-04-12	102	adult
will_010	48.41464598	-123.4159602	1	3	2018	137	64	17428	2018-03-01	60	adult
will_011	48.41464598	-123.4159602	9	3	2018	200	74	17429	2018-03-09	68	adult
will_012	49.23346277	-123.9128993	19	4	2018	176.9	61	17430	2018-04-19	109	adult
will_013	49.23346277	-123.9128993	19	4	2018	137.6	63	17431	2018-04-19	109	adult
will_014	49.23346277	-123.9128993	19	4	2018	140.5	79	17432	2018-04-19	109	adult
will_015	49.23346277	-123.9128993	19	4	2018	137.4	79	17432	2018-04-19	109	adult
will_016	49.23346277	-123.9128993	19	4	2018	105.5	79	17432	2018-04-19	109	adult
will_017	49.23346277	-123.9128993	19	4	2018	122	65	17433	2018-04-19	109	adult
will_018	49.23346277	-123.9128993	19	4	2018	173.9	66	17434	2018-04-19	109	adult
will_019	49.23346277	-123.9128993	19	4	2018	92	66	17440	2018-04-19	109	adult
will_020	49.23346277	-123.9128993	19	4	2018	113.7	66	17440	2018-04-19	109	adult
will_021	49.14720759	-123.6631623	19	4	2018	110	78	17441	2018-04-19	109	adult
will_022	49.14720759	-123.6631623	19	4	2018	174.7	78	17441	2018-04-19	109	adult
will_023	49.2350192	-123.9562758	19	4	2018	155	71	17442	2018-04-19	109	adult
will_024	49.2350192	-123.9562758	19	4	2018	167.6	71	17442	2018-04-19	109	adult
will_025	49.23346277	-123.9128993	19	4	2018	164	70	17443	2018-04-19	109	adult
will_026	49.23346277	-123.9128993	19	4	2018	102.4	70	17443	2018-04-19	109	adult
will_027	49.2350192	-123.9562758	19	4	2018	107.9	NA	17445	2018-04-19	109	NA
will_028	49.17622966	-123.9390441	19	4	2018	137	62	17446	2018-04-19	109	adult
will_029	49.21275341	-123.890558	19	4	2018	197.2	74	17448	2018-04-19	109	adult
will_030	49.23346277	-123.9128993	19	4	2018	105	65	17449	2018-04-19	109	adult
will_031	49.22996062	-123.9473629	19	4	2018	186	NA	17450	2018-04-19	109	NA
will_032	49.23346277	-123.9128993	16	4	2018	NA	62	17451	2018-04-16	106	adult
will_033	49.22178796	-123.9420151	29	3	2018	171	64	17455	2018-03-29	88	adult
will_034	49.23346277	-123.9128993	16	4	2018	176	67	17456	2018-04-16	106	adult
will_035	49.23346277	-123.9128993	16	4	2018	169	67	17456	2018-04-16	106	adult
will_036	49.23346277	-123.9128993	16	4	2018	153	64	17461	2018-04-16	106	adult
will_037	49.23346277	-123.9128993	16	4	2018	155.7	64	17461	2018-04-16	106	adult
will_038	49.23346277	-123.9128993	10	4	2018	160	72	17462	2018-04-10	100	adult
will_039	48.42895457	-123.2543666	4	5	2018	110.5	57	17464	2018-05-04	124	adult
will_040	49.23346277	-123.9128993	28	4	2018	107	63	17465	2018-04-28	118	adult
will_041	49.23346277	-123.9128993	28	4	2018	111	63	17465	2018-04-28	118	adult
will_042	49.23346277	-123.9128993	28	4	2018	103	74	17466	2018-04-28	118	adult
will_043	49.23346277	-123.9128993	28	4	2018	109	74	17466	2018-04-28	118	adult
will_044	49.23346277	-123.9128993	28	4	2018	104	74	17466	2018-04-28	118	adult
will_045	49.23346277	-123.9128993	28	4	2018	98	74	17466	2018-04-28	118	adult
will_046	49.024516	-123.565729	27	4	2018	140	67	17467	2018-04-27	117	adult
will_047	49.024516	-123.565729	27	4	2018	101.8	67	17467	2018-04-27	117	adult
will_048	49.23346277	-123.9128993	28	4	2018	100	64	17468	2018-04-28	118	adult
will_049	49.23346277	-123.9128993	28	4	2018	119	64	17468	2018-04-28	118	adult
will_050	49.024516	-123.565729	27	4	2018	92	69	17469	2018-04-27	117	adult
will_051	49.024516	-123.565729	27	4	2018	103.4	69	17469	2018-04-27	117	adult
will_052	48.70337357	-123.4351837	3	5	2018	157	70	17470	2018-05-03	123	adult
will_053	48.73060325	-123.2064558	3	5	2018	150	68	17474	2018-05-03	123	adult
will_054	48.73060325	-123.2064558	3	5	2018	156.4	68	17474	2018-05-03	123	adult
will_055	48.73060325	-123.2064558	3	5	2018	101.4	68	17474	2018-05-03	123	adult
will_056	48.73060325	-123.2064558	3	5	2018	113.7	68	17474	2018-05-03	123	adult
will_057	48.73060325	-123.2064558	3	5	2018	108.3	68	17474	2018-05-03	123	adult
will_058	48.73060325	-123.2064558	3	5	2018	124.7	68	17474	2018-05-03	123	adult
will_059	48.73060325	-123.2064558	3	5	2018	151.4	68	17474	2018-05-03	123	adult
will_060	48.70337357	-123.4351837	3	5	2018	116	96	17478	2018-05-03	123	adult
will_061	48.70337357	-123.4351837	3	5	2018	96.6	72	17479	2018-05-03	123	adult
will_062	48.60196503	-123.265792	3	5	2018	140	79	17480	2018-05-03	123	adult
will_063	49.23346277	-123.9128993	19	4	2018	163	64	17485	2018-04-19	109	adult
will_064	49.23346277	-123.9128993	19	4	2018	177	62	17486	2018-04-19	109	adult
will_065	49.23346277	-123.9128993	19	4	2018	133.2	62	17486	2018-04-19	109	adult
will_066	48.70337357	-123.4351837	3	5	2018	95.9	72	17490	2018-05-03	123	adult
will_067	48.60196503	-123.265792	3	5	2018	110.5	62	17493	2018-05-03	123	adult
will_068	48.70337357	-123.4351837	3	5	2018	107	64	17495	2018-05-03	123	adult
will_069	48.70337357	-123.4351837	3	5	2018	109.5	71	17498	2018-05-03	123	adult
will_070	48.60196503	-123.265792	3	5	2018	178.6	70	17501	2018-05-03	123	adult
will_071	48.70337357	-123.4351837	3	5	2018	170.3	76	17504	2018-05-03	123	adult
will_072	48.70337357	-123.4351837	3	5	2018	162.3	76	17504	2018-05-03	123	adult
will_073	48.68714227	-123.4914102	3	5	2018	90	71	17506	2018-05-03	123	adult
will_074	48.68714227	-123.4914102	3	5	2018	103.3	71	17506	2018-05-03	123	adult
will_075	49.22529069	-123.9247833	12	5	2018	118.9	73	17516	2018-05-12	132	adult
will_076	49.21275341	-123.8059113	20	5	2018	109.6	74	17519	2018-05-20	140	adult
will_077	49.23346277	-123.9128993	14	4	2018	189.6	63	17523	2018-04-14	104	adult
will_078	49.23346277	-123.9128993	26	4	2018	158	64	17529	2018-04-26	116	adult
will_079	48.73060325	-123.2064558	30	3	2018	90	75	17534	2018-03-30	89	adult
will_080	48.73060325	-123.2064558	30	3	2018	103.5	75	17534	2018-03-30	89	adult
will_081	48.69935595	-123.2963403	22	4	2018	95	74	17535	2018-04-22	112	adult
will_082	48.69935595	-123.2963403	22	4	2018	92	74	17535	2018-04-22	112	adult
will_083	48.73060325	-123.2064558	7	5	2018	100	68	17538	2018-05-07	127	adult
will_084	48.60196503	-123.265792	9	5	2018	165	72	17540	2018-05-09	129	adult
will_085	49.79329645	-124.9917005	29	5	2018	172.5	67	17541	2018-05-29	149	adult
will_086	49.79329645	-124.9917005	29	5	2018	197.6	79	17543	2018-05-29	149	adult
will_087	49.52117102	-124.6309931	22	5	2018	164	77	17544	2018-05-22	142	adult
will_088	49.52117102	-124.6309931	22	5	2018	172	77	17544	2018-05-22	142	adult
will_089	49.52117102	-124.6309931	22	5	2018	191.1	77	17544	2018-05-22	142	adult
will_090	49.79329645	-124.9917005	6	5	2018	180.6	63	17548	2018-05-06	126	adult
will_091	49.52117102	-124.6309931	22	5	2018	150	78	17550	2018-05-22	142	adult
will_092	49.52117102	-124.6309931	22	5	2018	170	78	17550	2018-05-22	142	adult
will_093	49.52117102	-124.6309931	22	5	2018	150.7	78	17550	2018-05-22	142	adult
will_094	49.52117102	-124.6309931	22	5	2018	163	78	17550	2018-05-22	142	adult
will_095	49.32413372	-123.1686904	14	3	2018	107.8	62	17551	2018-03-14	73	adult
will_096	49.27278098	-123.3245234	6	4	2018	167	68	17552	2018-04-06	96	adult
will_097	49.32413372	-123.1686904	12	4	2018	110	75	17553	2018-04-12	102	adult
will_098	49.27278098	-123.3245234	12	4	2018	88	66	17554	2018-04-12	102	adult
will_099	49.27278098	-123.3245234	12	4	2018	100	66	17554	2018-04-12	102	adult
will_100	49.27278098	-123.3245234	12	4	2018	102	66	17554	2018-04-12	102	adult
will_101	49.32413372	-123.1686904	16	3	2018	88	69	17555	2018-03-16	75	adult
will_102	49.32413372	-123.1686904	14	3	2018	87	66	17559	2018-03-14	73	adult
will_103	49.27278098	-123.3245234	4	4	2018	152	70	17563	2018-04-04	94	adult
will_104	48.8536102	-123.4847047	NA	NA	NA	99.9	69	17564	NA	NA	adult
will_105	48.8536102	-123.4847047	NA	NA	NA	96.8	69	17564	NA	NA	adult
will_106	49.32413372	-123.1686904	14	3	2018	87	71	17571	2018-03-14	73	adult
will_107	49.32413372	-123.1686904	14	3	2018	85	71	17571	2018-03-14	73	adult
will_170	49.79329645	-124.9917005	31	5	2018	153	67	17611	2018-05-31	151	adult
will_171	49.79329645	-124.9917005	3	7	2018	129	74	17612	2018-07-03	184	adult
will_172	49.90427779	-124.9808889	3	7	2018	125	63	17614	2018-07-03	184	adult
will_173	49.47622192	-124.6494501	10	6	2018	172.2	66	17616	2018-06-10	161	adult
will_174	49.79329645	-124.9917005	3	8	2018	168.9	82	17617	2018-08-03	215	adult
will_175	49.79329645	-124.9917005	3	8	2018	173.6	82	17617	2018-08-03	215	adult
will_176	49.56507684	-124.1029197	7	7	2018	108.3	66	17618	2018-07-07	188	adult
will_177	49.658115	-124.134729	23	6	2018	142.2	66	17620	2018-06-23	174	adult
will_178	49.650721	-124.151564	23	6	2018	113	73	17621	2018-06-23	174	adult
will_179	49.650721	-124.151564	23	6	2018	114	73	17621	2018-06-23	174	adult
will_180	49.650721	-124.151564	23	6	2018	110	73	17621	2018-06-23	174	adult
will_181	49.650721	-124.151564	23	6	2018	113	73	17621	2018-06-23	174	adult
will_182	49.650721	-124.151564	23	6	2018	118	73	17621	2018-06-23	174	adult
will_183	49.650721	-124.151564	23	6	2018	112.8	73	17621	2018-06-23	174	adult
will_184	49.70003182	-124.5605865	8	7	2018	79	90	17622	2018-07-08	189	adult
will_185	49.70003182	-124.5605865	8	7	2018	75	90	17622	2018-07-08	189	adult
will_186	49.70003182	-124.5605865	8	7	2018	78	90	17622	2018-07-08	189	adult
will_187	49.70003182	-124.5605865	8	7	2018	79	90	17622	2018-07-08	189	adult
will_188	49.70003182	-124.5605865	8	7	2018	81	90	17622	2018-07-08	189	adult
will_189	49.70003182	-124.5605865	8	7	2018	98	90	17622	2018-07-08	189	adult
will_190	49.79329645	-124.9917005	31	5	2018	152	76	17628	2018-05-31	151	adult
will_195	49.79329645	-124.9917005	6	5	2018	164	62	17640	2018-05-06	126	adult
will_196	49.79329645	-124.9917005	6	5	2018	178	62	17640	2018-05-06	126	adult
will_199	48.38315535	-123.4739843	24	8	2018	89	60	17656	2018-08-24	236	adult
will_200	48.38315535	-123.4739843	24	8	2018	76.8	60	17656	2018-08-24	236	adult
will_201	48.60196503	-123.265792	24	8	2018	90	60	17657	2018-08-24	236	adult
will_202	48.60196503	-123.265792	24	8	2018	79	60	17657	2018-08-24	236	adult
will_203	48.60196503	-123.265792	24	8	2018	77	60	17657	2018-08-24	236	adult
will_204	48.60196503	-123.265792	24	8	2018	96	60	17657	2018-08-24	236	adult
will_205	48.60196503	-123.265792	24	8	2018	127	60	17657	2018-08-24	236	adult
will_206	48.60196503	-123.265792	24	8	2018	NA	60	17657	2018-08-24	236	adult
will_207	48.38315535	-123.4739843	24	8	2018	168.6	65	17658	2018-08-24	236	adult
will_208	48.42394945	-123.4244635	24	8	2018	93.4	66	17663	2018-08-24	236	adult
will_211	48.42394945	-123.4244635	24	8	2018	131	77	17665	2018-08-24	236	adult
will_212	48.42394945	-123.4244635	24	8	2018	99	77	17665	2018-08-24	236	adult
will_213	48.42394945	-123.4244635	24	8	2018	90	77	17665	2018-08-24	236	adult
will_214	48.42394945	-123.4244635	24	8	2018	77	77	17665	2018-08-24	236	adult
will_215	48.42394945	-123.4244635	24	8	2018	70.5	77	17665	2018-08-24	236	adult
will_229	48.41464598	-123.4159602	10	8	2018	155.6	74	17680	2018-08-10	222	adult
will_237	48.41464598	-123.4159602	24	8	2018	137.5	70	17687	2018-08-24	236	adult
will_238	48.41464598	-123.4159602	15	8	2018	72	67	17688	2018-08-15	227	adult
will_239	48.41464598	-123.4159602	15	8	2018	72	67	17688	2018-08-15	227	adult
will_240	48.41464598	-123.4159602	15	8	2018	80	67	17688	2018-08-15	227	adult
will_241	48.41464598	-123.4159602	15	8	2018	79	67	17688	2018-08-15	227	adult
will_242	48.41464598	-123.4159602	15	8	2018	70	67	17688	2018-08-15	227	adult
will_243	48.41464598	-123.4159602	15	8	2018	82	67	17688	2018-08-15	227	adult
will_244	48.41464598	-123.4159602	13	7	2018	121	70	17689	2018-07-13	194	adult
will_245	49.79329645	-124.9917005	28	6	2018	52	75	17690	2018-06-28	179	adult
will_246	49.79329645	-124.9917005	28	6	2018	50	75	17690	2018-06-28	179	adult
will_247	49.79329645	-124.9917005	28	6	2018	49.2	75	17690	2018-06-28	179	adult
will_248	48.40852342	-123.3825614	27	7	2018	50	52	17691	2018-07-27	208	adult
will_249	48.40852342	-123.3825614	27	7	2018	45	52	17691	2018-07-27	208	adult
will_250	49.79329645	-124.9917005	22	7	2018	157	67	17692	2018-07-22	203	adult
will_251	49.79329645	-124.9917005	22	7	2018	177.3	67	17692	2018-07-22	203	adult
will_252	49.79329645	-124.9917005	28	6	2018	167	87	17694	2018-06-28	179	adult
will_253	49.79329645	-124.9917005	28	6	2018	201	87	17694	2018-06-28	179	adult
will_254	49.79329645	-124.9917005	28	6	2018	186.2	87	17694	2018-06-28	179	adult
will_255	49.52117102	-124.6309931	18	6	2018	169	72	17695	2018-06-18	169	adult
will_256	49.79329645	-124.9917005	28	7	2018	135	71	17696	2018-07-28	209	adult
will_257	49.79329645	-124.9917005	28	7	2018	57	71	17696	2018-07-28	209	adult
will_258	49.52117102	-124.6309931	18	7	2018	128	64	17697	2018-07-18	199	adult
will_259	48.35967855	-123.7568238	13	9	2018	124	57	17700	2018-09-13	256	adult
will_277	48.41464598	-123.4159602	6	9	2018	75	54	17742	2018-09-06	249	adult
will_278	48.41464598	-123.4159602	6	9	2018	88.5	54	17742	2018-09-06	249	adult
will_279	48.42648478	-123.4670006	4	9	2018	78	72	17743	2018-09-04	247	adult
will_280	48.4277524	-123.4463669	7	8	2018	83.4	62	17748	2018-08-07	219	adult
will_281	48.41464598	-123.4159602	27	9	2018	82	55	17749	2018-09-27	270	adult
will_282	48.41464598	-123.4159602	27	9	2018	83	55	17749	2018-09-27	270	adult
will_283	48.41464598	-123.4159602	27	9	2018	85	55	17749	2018-09-27	270	adult
will_284	48.41464598	-123.4159602	27	9	2018	85	55	17749	2018-09-27	270	adult
will_285	48.41464598	-123.4159602	27	9	2018	77	55	17749	2018-09-27	270	adult
will_286	49.52117102	-124.6309931	26	7	2018	92	52	17751	2018-07-26	207	adult
will_287	49.51646899	-124.5643873	28	7	2018	55	78	17752	2018-07-28	209	adult
will_288	49.51646899	-124.5643873	28	7	2018	53	78	17752	2018-07-28	209	adult
will_289	48.92575856	-123.622756	19	7	2018	118	79	17753	2018-07-19	200	adult
will_290	48.92575856	-123.622756	19	7	2018	66.9	79	17753	2018-07-19	200	adult
will_291	48.35967855	-123.7568238	28	6	2018	136	60	17755	2018-06-28	179	adult
will_292	48.35967855	-123.7568238	28	6	2018	124	60	17755	2018-06-28	179	adult
will_293	48.60196503	-123.265792	19	6	2018	134.6	69	17756	2018-06-19	170	adult
will_294	48.37765726	-123.7053984	27	6	2018	132.2	80	17760	2018-06-27	178	adult
will_295	48.35375476	-123.8212643	2	7	2018	73	82	17764	2018-07-02	183	adult
will_296	48.35375476	-123.8212643	2	7	2018	63	82	17764	2018-07-02	183	adult
will_297	48.35375476	-123.8212643	2	7	2018	62	82	17764	2018-07-02	183	adult
will_298	48.35375476	-123.8212643	2	7	2018	63	82	17764	2018-07-02	183	adult
will_299	48.35375476	-123.8212643	2	7	2018	61	82	17764	2018-07-02	183	adult
will_300	48.35375476	-123.8212643	2	7	2018	74	82	17764	2018-07-02	183	adult
will_301	48.42394945	-123.4244635	13	9	2018	128	61	17766	2018-09-13	256	adult
will_302	48.42394945	-123.4244635	13	9	2018	128.6	61	17766	2018-09-13	256	adult
will_305	49.21275341	-123.8059113	10	6	2018	134	73	17772	2018-06-10	161	adult
will_306	48.8536102	-123.4847047	23	3	2018	98	63	17773	2018-03-23	82	adult
will_307	48.8536102	-123.4847047	23	3	2018	96.3	63	17773	2018-03-23	82	adult
will_308	48.8536102	-123.4847047	23	3	2018	86	63	17773	2018-03-23	82	adult
will_309	49.23346277	-123.9128993	31	5	2018	182	69	17776	2018-05-31	151	adult
will_310	49.23346277	-123.9128993	31	5	2018	130.4	62	17777	2018-05-31	151	adult
